Content,EventId,Extracted Template,,Category,Source,Context_Source,Rule_Score,Similarity_Score,Total_Score
"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E39,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",,Unseen,Linux,Similarity-Based,0.4,0.720951124,0.560475562
"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E39,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",,Unseen,Linux,Similarity-Based,0.4,0.720951124,0.560475562
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,,Seen,Linux,Similarity-Based,0.4,0.816737091,0.608368545
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
Detected 731.219 MHz processor.,E40,Detected <*> MHz processor.,,Seen,Linux,Similarity-Based,0.3,0.767579958,0.533789979
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>",,Unseen,Linux,Rule-Based,0.4,0,0.2
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
DMI 2.3 present.,E42,DMI 2.3 present.,,Seen,Linux,Rule-Based,0.3,0,0.15
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.874809424,0.637404712
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (<*>) : Transport endpoint is not connected,,Unseen,Linux,Rule-Based,0.3,0,0.15
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
HCI daemon ver 2.4 started,E48,HCI daemon ver <*> started,,Seen,Linux,Similarity-Based,0.3,0.84102804,0.57051402
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
hcid startup succeeded,E49,hcid startup succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,,Unseen,Linux,Rule-Based,0.3,0,0.15
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>",,Seen,Linux,Similarity-Based,0.4,0.818403408,0.609201704
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,,Seen,Linux,Similarity-Based,0.5,0.890918234,0.695459117
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing CPU#0,E52,Initializing CPU#<*>,,Seen,Linux,Similarity-Based,0.4,0.7675949,0.58379745
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing Cryptographic API,E53,Initializing Cryptographic API,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
Initializing random number generator: succeeded,E54,Initializing random number generator: succeeded,,Unseen,Linux,Rule-Based,0.3,0,0.15
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",,Seen,Linux,Similarity-Based,0.4,0.793116856,0.596558428
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check architecture supported.,E56,Intel machine check architecture supported.,,Unseen,Linux,Rule-Based,0.3,0,0.15
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,,Seen,Linux,Similarity-Based,0.3,0.927872259,0.613936129
